cf_id,contact_id,company_name,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
1632,3670,"Miranda, Hall and Mcgrath",2400.0,10084.0,successful,101,US,USD,2021-01-25,2021-06-15,cat7,subcat12
537,2912,"Williams, Carter and Gonzalez",7200.0,5523.0,canceled,67,US,USD,2021-02-12,2021-09-13,cat4,subcat4
1289,4336,Davis-Rodriguez,3400.0,5823.0,successful,92,US,USD,2020-12-05,2021-11-09,cat4,subcat4
2712,5576,"Reid, Rivera and Perry",3800.0,6000.0,successful,62,US,USD,2021-10-15,2021-10-19,cat5,subcat11
1980,2736,Mendoza-Parker,7500.0,8181.0,successful,149,IT,EUR,2020-06-16,2021-06-28,cat7,subcat12
296,3321,"Lee, Ali and Guzman",8600.0,3589.0,failed,92,US,USD,2020-09-15,2021-02-23,cat5,subcat11
1760,3353,Gallegos-Cobb,39500.0,4323.0,failed,57,AU,AUD,2021-01-21,2021-12-01,cat2,subcat2
2435,2336,Ellison PLC,9300.0,14822.0,successful,329,US,USD,2021-03-15,2021-11-14,cat5,subcat11
2343,4369,"Bolton, Sanchez and Carrillo",2400.0,10138.0,successful,97,DK,DKK,2020-06-11,2021-02-28,cat4,subcat4
2556,4464,Mason-Sanders,3200.0,3127.0,failed,41,US,USD,2021-04-12,2021-12-03,cat3,subcat9
2495,5626,Pitts-Reed,29400.0,123124.0,successful,1784,US,USD,2020-04-19,2021-02-20,cat4,subcat4
2497,1669,Gonzalez-Martinez,168500.0,171729.0,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat6,subcat10
1955,5544,"Hill, Martin and Garcia",8400.0,10729.0,successful,250,US,USD,2020-08-22,2021-03-01,cat2,subcat2
1129,6078,Garcia PLC,2300.0,10240.0,successful,238,US,USD,2021-04-17,2021-08-28,cat4,subcat4
636,2580,Herring-Bailey,700.0,3988.0,successful,53,US,USD,2021-05-02,2021-12-28,cat4,subcat4
434,3592,Russell-Gardner,2900.0,14771.0,successful,214,US,USD,2020-09-16,2021-03-22,cat4,subcat4
1231,4914,Walters-Carter,4500.0,14649.0,successful,222,US,USD,2020-11-20,2021-11-27,cat3,subcat3
3162,3848,"Johnson, Patterson and Montoya",19800.0,184658.0,successful,1884,US,USD,2020-09-20,2021-01-15,cat6,subcat14
1717,2619,Roberts and Sons,6200.0,13103.0,successful,218,AU,AUD,2020-11-03,2021-08-02,cat7,subcat21
211,4605,Avila-Nelson,61500.0,168095.0,successful,6465,US,USD,2020-03-25,2021-02-19,cat6,subcat19
2635,6147,Robbins and Sons,100.0,3.0,failed,1,US,USD,2020-09-16,2021-02-27,cat2,subcat2
1854,1383,Singleton Ltd,7100.0,3840.0,failed,101,US,USD,2020-08-01,2021-07-30,cat4,subcat4
436,1757,Perez PLC,1000.0,6263.0,successful,59,US,USD,2020-11-25,2021-08-28,cat4,subcat4
2965,4390,"Rogers, Jacobs and Jackson",121500.0,108161.0,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat5,subcat7
1034,4165,Barry Group,4600.0,8505.0,successful,88,US,USD,2021-06-24,2021-08-28,cat6,subcat10
614,4529,"Rosales, Branch and Harmon",80500.0,96735.0,successful,1697,US,USD,2020-11-03,2021-09-27,cat2,subcat2
1792,6084,Smith-Reid,4100.0,959.0,failed,15,GB,GBP,2020-11-03,2021-10-17,cat2,subcat2
121,2916,Williams Inc,5700.0,8322.0,successful,92,US,USD,2020-05-03,2021-05-08,cat4,subcat4
2936,2005,"Duncan, Mcdonald and Miller",5000.0,13424.0,successful,186,US,USD,2020-11-14,2021-10-24,cat4,subcat4
2081,2261,Watkins Ltd,1800.0,10755.0,successful,138,US,USD,2021-04-07,2021-06-30,cat8,subcat15
1204,5342,Allen-Jones,6300.0,9935.0,successful,261,US,USD,2021-07-15,2021-10-12,cat2,subcat2
669,4087,Mason-Smith,84300.0,26303.0,failed,454,US,USD,2021-08-04,2021-09-13,cat2,subcat2
735,2761,"Lloyd, Kennedy and Davis",1700.0,5328.0,successful,107,US,USD,2021-02-27,2021-10-02,cat2,subcat8
933,2908,Walker Ltd,2900.0,10756.0,successful,199,US,USD,2020-10-26,2021-05-06,cat8,subcat15
3055,2155,Gordon PLC,45600.0,165375.0,successful,5512,US,USD,2021-08-29,2021-10-30,cat4,subcat4
270,5642,Lee and Sons,4900.0,6031.0,successful,86,US,USD,2020-05-15,2021-03-10,cat4,subcat4
647,6217,Cole LLC,111900.0,85902.0,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat2,subcat18
1219,4222,Acosta PLC,61600.0,143910.0,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat4,subcat4
1257,4798,Brown-Mckee,1500.0,2708.0,successful,48,US,USD,2021-03-23,2022-01-10,cat5,subcat5
2162,5660,Miles and Sons,3500.0,8842.0,successful,87,US,USD,2021-06-11,2021-06-24,cat5,subcat20
2274,5000,"Sawyer, Horton and Williams",173900.0,47260.0,canceled,1890,US,USD,2021-10-07,2021-10-13,cat7,subcat12
2284,2809,Foley-Cox,153700.0,1953.0,live,61,US,USD,2021-07-09,2022-01-13,cat8,subcat15
407,3349,"Horton, Morrison and Clark",51100.0,155349.0,successful,1894,US,USD,2021-06-18,2021-10-25,cat4,subcat4
2440,3647,Thomas and Sons,7800.0,10704.0,successful,282,CA,CAD,2020-11-04,2021-07-15,cat4,subcat4
2476,5745,Morgan-Jenkins,2400.0,773.0,failed,15,US,USD,2021-09-13,2021-12-03,cat4,subcat4
41,2583,"Ward, Sanchez and Kemp",3900.0,9419.0,successful,116,US,USD,2021-06-02,2021-12-31,cat6,subcat19
890,5441,Fields Ltd,5500.0,5324.0,failed,133,US,USD,2021-05-23,2021-06-21,cat7,subcat12
2743,2090,Ramos-Mitchell,700.0,7465.0,successful,83,US,USD,2020-12-14,2021-04-24,cat4,subcat4
266,3386,"Higgins, Davis and Salazar",2700.0,8799.0,successful,91,US,USD,2021-03-28,2021-08-23,cat3,subcat3
3113,1816,Smith-Jenkins,8000.0,13656.0,successful,546,US,USD,2020-10-02,2021-07-25,cat4,subcat4
1909,4718,Braun PLC,2500.0,14536.0,successful,393,US,USD,2021-07-06,2021-11-05,cat5,subcat11
962,1677,Drake PLC,164500.0,150552.0,failed,2062,US,USD,2020-02-25,2021-04-06,cat4,subcat4
213,4218,"Ross, Kelly and Brown",8400.0,9076.0,successful,133,US,USD,2021-07-20,2021-08-18,cat5,subcat20
2741,4548,Lucas-Mullins,8100.0,1517.0,failed,29,DK,DKK,2020-05-27,2021-03-20,cat2,subcat2
2589,1431,Tran LLC,9800.0,8153.0,failed,132,US,USD,2021-02-20,2021-04-10,cat3,subcat3
1238,2830,"Dawson, Brady and Gilbert",900.0,6357.0,successful,254,US,USD,2020-08-19,2021-01-25,cat4,subcat4
164,4400,Obrien-Aguirre,112100.0,19557.0,canceled,184,US,USD,2021-02-15,2021-11-12,cat4,subcat4
2685,5773,Ferguson PLC,6300.0,13213.0,successful,176,US,USD,2020-10-03,2021-02-19,cat2,subcat6
2836,4161,Garcia Ltd,5600.0,5476.0,failed,137,DK,DKK,2020-12-13,2021-04-14,cat2,subcat17
2062,2062,"Smith, Love and Smith",800.0,13474.0,successful,337,CA,CAD,2021-03-11,2021-08-18,cat4,subcat4
3111,3458,"Wilson, Hall and Osborne",168600.0,91722.0,failed,908,US,USD,2020-11-18,2021-08-16,cat5,subcat5
1414,3174,"Bell, Grimes and Kerr",1800.0,8219.0,successful,107,US,USD,2021-03-05,2022-02-20,cat3,subcat3
2765,5565,Ho-Harris,7300.0,717.0,failed,10,US,USD,2020-12-01,2021-09-28,cat1,subcat1
939,1906,Ross Group,6500.0,1065.0,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat4,subcat4
390,5479,Turner-Davis,600.0,8038.0,successful,183,US,USD,2021-02-17,2021-06-09,cat4,subcat4
2851,4320,"Smith, Jackson and Herrera",192900.0,68769.0,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat4,subcat4
1607,4213,Smith-Hess,6100.0,3352.0,failed,38,AU,AUD,2020-04-28,2021-03-10,cat4,subcat4
3201,3373,"Brown, Herring and Bass",7200.0,6785.0,failed,104,AU,AUD,2020-11-26,2021-03-11,cat4,subcat4
641,4184,"Chase, Garcia and Johnson",3500.0,5037.0,successful,72,US,USD,2021-05-20,2021-06-21,cat2,subcat2
524,5472,Ramsey and Sons,3800.0,1954.0,failed,49,US,USD,2021-11-23,2022-02-05,cat1,subcat1
2423,5559,Cooke PLC,100.0,5.0,failed,1,DK,DKK,2020-12-05,2021-09-25,cat6,subcat10
1532,5419,Wong-Walker,900.0,12102.0,successful,295,US,USD,2021-06-08,2021-09-04,cat5,subcat5
1748,4171,"Ferguson, Collins and Mata",76100.0,24234.0,failed,245,US,USD,2020-06-07,2021-05-24,cat4,subcat4
3168,1302,"Guerrero, Flores and Jenkins",3400.0,2809.0,failed,32,US,USD,2021-01-12,2021-12-22,cat2,subcat8
1077,3520,Peterson PLC,2100.0,11469.0,successful,142,US,USD,2021-02-03,2021-04-10,cat5,subcat5
3114,6010,Townsend Ltd,2800.0,8014.0,successful,85,US,USD,2021-01-27,2021-05-15,cat4,subcat4
2547,4617,"Rush, Reed and Hall",6500.0,514.0,failed,7,US,USD,2021-08-12,2021-11-18,cat4,subcat4
2065,1417,Salazar-Dodson,32900.0,43473.0,successful,659,DK,DKK,2021-03-20,2021-09-25,cat6,subcat14
1143,4770,Davis Ltd,118200.0,87560.0,failed,803,US,USD,2021-07-17,2021-11-18,cat4,subcat4
2545,4328,Harris-Perry,4100.0,3087.0,canceled,75,US,USD,2021-03-05,2021-07-26,cat2,subcat8
1315,5171,"Velazquez, Hunt and Ortiz",7800.0,1586.0,failed,16,US,USD,2021-03-28,2021-04-23,cat7,subcat12
2219,4394,Flores PLC,6300.0,12812.0,successful,121,US,USD,2020-12-09,2021-05-09,cat4,subcat4
854,1794,Martinez LLC,59100.0,183345.0,successful,3742,US,USD,2020-12-31,2022-02-06,cat4,subcat4
336,3510,Miller-Irwin,2200.0,8697.0,successful,223,US,USD,2021-11-26,2021-12-02,cat2,subcat2
3014,2487,Sanchez-Morgan,1400.0,4126.0,successful,133,US,USD,2020-06-04,2021-04-11,cat5,subcat5
326,2215,"Lopez, Adams and Johnson",9500.0,3220.0,failed,31,US,USD,2021-07-10,2021-08-03,cat4,subcat4
2991,4136,Martin-Marshall,9600.0,6401.0,failed,108,IT,EUR,2020-12-19,2021-10-06,cat1,subcat1
1359,3723,Summers PLC,6600.0,1269.0,failed,30,US,USD,2020-07-31,2021-03-22,cat4,subcat4
341,5842,"Young, Hart and Ryan",5700.0,903.0,failed,17,US,USD,2021-07-29,2021-09-25,cat2,subcat2
2365,3289,Mills Group,8400.0,3251.0,canceled,64,US,USD,2020-03-24,2021-02-22,cat3,subcat3
358,1249,Sandoval-Powell,84400.0,8092.0,failed,80,US,USD,2021-05-09,2021-08-03,cat6,subcat14
583,5409,"Mills, Frazier and Perez",170400.0,160422.0,failed,2468,US,USD,2021-05-30,2021-09-09,cat5,subcat13
1373,2951,Hebert Group,117900.0,196377.0,successful,5168,US,USD,2021-03-18,2021-03-22,cat4,subcat4
2665,3432,"Cole, Smith and Wood",8900.0,2148.0,failed,26,GB,GBP,2021-05-03,2022-01-25,cat5,subcat5
2500,2297,"Harris, Hall and Harris",7100.0,11648.0,successful,307,US,USD,2021-04-18,2021-08-28,cat4,subcat4
921,6161,Saunders Group,6500.0,5897.0,failed,73,US,USD,2020-05-31,2021-01-31,cat4,subcat4
135,4603,"Pham, Avila and Nash",7200.0,3326.0,failed,128,US,USD,2020-05-27,2021-04-14,cat5,subcat11
2413,5818,"Patterson, Salinas and Lucas",2600.0,1002.0,failed,33,US,USD,2020-04-10,2021-04-15,cat4,subcat4
3004,4270,Young PLC,98700.0,131826.0,successful,2441,US,USD,2020-09-01,2021-05-03,cat2,subcat2
1911,6007,Willis and Sons,93800.0,21477.0,live,211,US,USD,2021-04-06,2021-06-16,cat7,subcat12
2726,4084,Thompson-Bates,33700.0,62330.0,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat5,subcat5
2049,1340,Rose-Silva,3300.0,14643.0,successful,190,US,USD,2021-01-30,2021-06-25,cat1,subcat1
1732,5675,"Pacheco, Johnson and Torres",20700.0,41396.0,successful,470,US,USD,2020-07-30,2021-03-22,cat3,subcat9
1174,2010,"Carlson, Dixon and Jones",9600.0,11900.0,successful,253,US,USD,2020-10-28,2021-05-02,cat4,subcat4
1194,6201,Mcgee Group,66200.0,123538.0,successful,1113,US,USD,2020-06-27,2021-05-04,cat2,subcat2
3176,1791,Jordan-Acosta,173800.0,198628.0,successful,2283,US,USD,2020-02-27,2021-02-12,cat2,subcat2
642,3314,Nunez Inc,70700.0,68602.0,failed,1072,US,USD,2020-11-06,2021-07-21,cat2,subcat2
34,5852,Hayden Ltd,94500.0,116064.0,successful,1095,US,USD,2020-06-17,2021-07-08,cat4,subcat4
217,4618,Gonzalez-Burton,69800.0,125042.0,successful,1690,US,USD,2020-12-20,2021-04-27,cat4,subcat4
1693,2618,"Lewis, Taylor and Rivers",136300.0,108974.0,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat4,subcat4
2333,4967,"Butler, Henry and Espinoza",37100.0,34964.0,failed,393,US,USD,2021-04-03,2021-12-23,cat8,subcat15
80,4594,Guzman Group,114300.0,96777.0,failed,1257,US,USD,2021-02-10,2021-09-22,cat2,subcat8
2847,2080,Gibson-Hernandez,47900.0,31864.0,failed,328,US,USD,2021-02-17,2021-06-09,cat4,subcat4
3104,2793,Spencer-Weber,9000.0,4853.0,failed,147,US,USD,2020-12-05,2021-07-13,cat4,subcat4
980,4890,"Berger, Johnson and Marshall",197600.0,82959.0,failed,830,US,USD,2020-12-12,2021-06-18,cat7,subcat12
476,3528,"Taylor, Cisneros and Romero",157600.0,23159.0,failed,331,GB,GBP,2021-04-06,2021-08-09,cat5,subcat7
116,5810,Little-Marsh,8000.0,2758.0,failed,25,US,USD,2021-10-07,2021-12-28,cat2,subcat8
2900,5720,Petersen and Sons,900.0,12607.0,successful,191,US,USD,2021-05-03,2022-02-13,cat3,subcat3
553,4593,Hensley Ltd,199000.0,142823.0,failed,3483,US,USD,2021-07-27,2021-11-21,cat1,subcat1
2834,3186,Navarro and Sons,180800.0,95958.0,failed,923,US,USD,2021-05-27,2021-06-01,cat4,subcat4
2314,5136,Shannon Ltd,100.0,5.0,failed,1,US,USD,2021-01-19,2021-07-25,cat2,subcat18
2005,2646,Young LLC,74100.0,94631.0,successful,2013,US,USD,2021-09-12,2021-10-05,cat2,subcat2
2514,3460,"Adams, Willis and Sanchez",2800.0,977.0,failed,33,CA,CAD,2021-04-25,2021-07-05,cat4,subcat4
702,4345,Mills-Roy,33600.0,137961.0,successful,1703,US,USD,2020-07-25,2021-04-16,cat4,subcat4
42,2690,Brown Group,6100.0,7548.0,successful,80,DK,DKK,2020-11-22,2021-04-06,cat5,subcat5
948,4025,Burns-Burnett,3800.0,2241.0,live,86,US,USD,2020-08-28,2021-05-19,cat3,subcat9
2926,4524,"Glass, Nunez and Mcdonald",9300.0,3431.0,failed,40,IT,EUR,2021-10-12,2022-01-18,cat4,subcat4
1971,3978,"Perez, Davis and Wilson",2300.0,4253.0,successful,41,US,USD,2020-10-20,2021-08-25,cat7,subcat12
748,3910,Diaz-Garcia,9700.0,1146.0,failed,23,CA,CAD,2021-03-05,2021-03-14,cat8,subcat15
684,5825,Salazar-Moon,4000.0,11948.0,successful,187,US,USD,2020-09-03,2021-07-16,cat5,subcat11
385,3564,Larsen-Chung,59700.0,135132.0,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat4,subcat4
3007,2396,Anderson and Sons,5500.0,9546.0,successful,88,US,USD,2021-03-07,2021-05-28,cat4,subcat4
2612,2140,Lawrence Group,3700.0,13755.0,successful,191,US,USD,2021-04-23,2022-01-26,cat2,subcat2
807,3079,Gray-Davis,5200.0,8330.0,successful,139,US,USD,2021-03-12,2021-10-07,cat2,subcat2
2087,2017,Ramirez-Myers,900.0,14547.0,successful,186,US,USD,2020-11-25,2021-10-16,cat2,subcat8
53,5444,"Lucas, Hall and Bonilla",1600.0,11735.0,successful,112,AU,AUD,2021-07-24,2021-09-11,cat4,subcat4
2944,2216,"Williams, Perez and Villegas",1800.0,10658.0,successful,101,US,USD,2021-01-25,2021-07-21,cat4,subcat4
2963,1241,"Brooks, Jones and Ingram",9900.0,1870.0,failed,75,US,USD,2021-05-12,2022-01-18,cat4,subcat4
2976,1484,"Whitaker, Wallace and Daniels",5200.0,14394.0,successful,206,GB,GBP,2021-07-05,2021-10-15,cat5,subcat5
3051,3475,Smith-Gonzalez,5400.0,14743.0,successful,154,US,USD,2021-03-30,2021-06-02,cat5,subcat20
2777,4333,Skinner PLC,112300.0,178965.0,successful,5966,US,USD,2021-07-01,2021-08-19,cat4,subcat4
3064,5657,"Nolan, Smith and Sanchez",189200.0,128410.0,failed,2176,US,USD,2021-10-19,2021-10-24,cat4,subcat4
56,2527,Green-Carr,900.0,14324.0,successful,169,US,USD,2021-05-15,2021-12-02,cat5,subcat5
763,5967,Brown-Parker,22500.0,164291.0,successful,2106,US,USD,2021-01-23,2021-06-25,cat4,subcat4
896,5698,Marshall Inc,167400.0,22073.0,failed,441,US,USD,2021-03-10,2021-04-06,cat5,subcat5
1409,3331,Leblanc-Pineda,2700.0,1479.0,failed,25,US,USD,2021-08-13,2021-11-21,cat2,subcat8
2889,3841,Perry PLC,3400.0,12275.0,successful,131,US,USD,2020-06-23,2021-05-10,cat2,subcat2
2338,6105,"Klein, Stark and Livingston",49700.0,5098.0,failed,127,US,USD,2021-01-17,2021-12-09,cat4,subcat4
2905,3895,Fleming-Oliver,178200.0,24882.0,failed,355,US,USD,2021-02-10,2021-07-26,cat5,subcat5
1779,1891,"Reilly, Aguirre and Johnson",7200.0,2912.0,failed,44,GB,GBP,2020-07-18,2021-01-31,cat4,subcat4
2291,1281,"Davidson, Wilcox and Lewis",2500.0,4008.0,successful,84,US,USD,2020-12-26,2021-04-04,cat4,subcat4
3192,4186,"Michael, Anderson and Vincent",5300.0,9749.0,successful,155,US,USD,2020-12-08,2021-09-05,cat4,subcat4
1696,2511,King Ltd,9100.0,5803.0,failed,67,US,USD,2021-03-29,2021-06-11,cat8,subcat15
1559,4272,Baker Ltd,6300.0,14199.0,successful,189,US,USD,2021-04-18,2021-12-22,cat1,subcat1
1405,3533,"Baker, Collins and Smith",114400.0,196779.0,successful,4799,US,USD,2021-09-13,2021-12-16,cat5,subcat5
521,3618,Warren-Harrison,38900.0,56859.0,successful,1137,US,USD,2020-04-20,2021-01-21,cat6,subcat10
1625,2177,Gardner Group,135500.0,103554.0,failed,1068,US,USD,2021-06-20,2021-11-12,cat4,subcat4
2808,4102,Flores-Lambert,109000.0,42795.0,failed,424,US,USD,2021-07-18,2021-10-05,cat3,subcat9
764,6089,Cruz Ltd,114800.0,12938.0,canceled,145,CH,CHF,2020-06-26,2021-03-09,cat2,subcat8
834,4701,Knox-Garner,83000.0,101352.0,successful,1152,US,USD,2021-01-19,2021-08-26,cat4,subcat4
2793,5645,Davis-Allen,2400.0,4477.0,successful,50,US,USD,2020-09-19,2021-05-17,cat8,subcat15
2901,4499,Miller-Patel,60400.0,4393.0,failed,151,US,USD,2021-11-21,2021-12-19,cat6,subcat10
2141,3365,Hernandez-Grimes,102900.0,67546.0,failed,1608,US,USD,2021-01-07,2021-05-08,cat3,subcat9
308,2290,"Owens, Hall and Gonzalez",62800.0,143788.0,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat2,subcat18
705,1890,Noble-Bailey,800.0,3755.0,successful,34,US,USD,2020-06-26,2021-04-21,cat5,subcat5
1670,1304,Taylor PLC,7100.0,9238.0,successful,220,US,USD,2020-05-21,2021-02-20,cat4,subcat4
1159,3799,Holmes PLC,46100.0,77012.0,successful,1604,AU,AUD,2020-08-11,2021-09-07,cat5,subcat7
2592,2749,Jones-Martin,8100.0,14083.0,successful,454,US,USD,2020-09-21,2021-02-11,cat2,subcat2
1195,2028,Myers LLC,1700.0,12202.0,successful,123,IT,EUR,2020-07-01,2021-04-06,cat5,subcat11
1635,2383,"Acosta, Mullins and Morris",97300.0,62127.0,failed,941,US,USD,2021-05-28,2021-07-01,cat2,subcat8
2432,5721,Bell PLC,100.0,2.0,failed,1,US,USD,2021-10-07,2021-11-25,cat8,subcat15
109,1394,Smith-Schmidt,900.0,13772.0,successful,299,US,USD,2021-02-05,2021-08-08,cat4,subcat4
1509,3451,"Ruiz, Richardson and Cole",7300.0,2946.0,failed,40,US,USD,2020-10-28,2021-04-20,cat5,subcat13
1285,5512,Leonard-Mcclain,195800.0,168820.0,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat4,subcat4
500,2453,Bailey-Boyer,48900.0,154321.0,successful,2237,US,USD,2021-04-07,2021-12-19,cat4,subcat4
2835,6055,Lee LLC,29600.0,26527.0,failed,435,US,USD,2021-03-26,2021-08-24,cat4,subcat4
1533,5704,Lyons Inc,39300.0,71583.0,successful,645,US,USD,2020-03-03,2021-03-10,cat5,subcat5
2445,3707,Herrera-Wilson,3400.0,12100.0,successful,484,DK,DKK,2021-05-03,2021-08-29,cat4,subcat4
2906,2205,"Mahoney, Adams and Lucas",9200.0,12129.0,successful,154,CA,CAD,2020-05-04,2021-04-29,cat5,subcat5
1237,5976,Stewart LLC,135600.0,62804.0,failed,714,US,USD,2021-02-11,2021-05-09,cat2,subcat2
1572,3290,Mcmillan Group,153700.0,55536.0,live,1111,US,USD,2021-03-22,2021-12-29,cat7,subcat21
254,4257,"Beck, Thompson and Martinez",7800.0,8161.0,successful,82,US,USD,2021-03-21,2021-06-06,cat4,subcat4
576,4588,Rodriguez-Scott,2100.0,14046.0,successful,134,US,USD,2020-10-14,2021-01-17,cat6,subcat14
563,4785,Rush-Bowers,189500.0,117628.0,live,1089,US,USD,2021-04-12,2021-12-26,cat5,subcat11
2201,3033,Davis and Sons,188200.0,159405.0,failed,5497,US,USD,2021-05-01,2021-08-28,cat1,subcat1
1339,2779,Anderson-Pham,113500.0,12552.0,failed,418,US,USD,2021-02-01,2021-10-08,cat4,subcat4
197,2131,Stewart-Coleman,134600.0,59007.0,failed,1439,US,USD,2021-01-15,2021-03-09,cat5,subcat5
2035,6229,"Bradshaw, Smith and Ryan",1700.0,943.0,failed,15,US,USD,2021-05-09,2021-06-26,cat4,subcat4
1739,3429,Jackson PLC,163700.0,93963.0,failed,1999,CA,CAD,2020-12-09,2021-04-07,cat5,subcat5
2352,1613,Ware-Arias,113800.0,140469.0,successful,5203,US,USD,2021-04-28,2021-12-10,cat3,subcat3
691,4734,"Blair, Reyes and Woods",5000.0,6423.0,successful,94,US,USD,2021-08-08,2021-09-01,cat4,subcat4
298,4439,Thomas-Lopez,9400.0,6015.0,failed,118,US,USD,2020-12-24,2021-03-18,cat3,subcat9
206,1441,"Brown, Davies and Pacheco",8700.0,11075.0,successful,205,US,USD,2020-09-27,2021-03-15,cat4,subcat4
1003,5799,Jones-Riddle,147800.0,15723.0,failed,162,US,USD,2020-10-19,2021-07-20,cat1,subcat1
1653,1419,Schmidt-Gomez,5100.0,2064.0,failed,83,US,USD,2021-06-02,2021-09-04,cat2,subcat8
1549,3059,"Sullivan, Davis and Booth",2700.0,7767.0,successful,92,US,USD,2021-03-21,2021-09-25,cat8,subcat15
1026,3224,Edwards-Kane,1800.0,10313.0,successful,219,US,USD,2020-11-08,2021-11-13,cat4,subcat4
2523,3181,"Hicks, Wall and Webb",174500.0,197018.0,successful,2526,US,USD,2020-04-08,2021-04-15,cat4,subcat4
1620,6061,Mayer-Richmond,101400.0,47037.0,failed,747,US,USD,2021-06-02,2021-06-30,cat5,subcat11
2594,4466,Robles Ltd,191000.0,173191.0,canceled,2138,US,USD,2021-02-19,2021-06-13,cat8,subcat15
539,6081,Cochran Ltd,8100.0,5487.0,failed,84,US,USD,2021-04-17,2021-11-03,cat4,subcat4
687,2159,Rosales LLC,5100.0,9817.0,successful,94,US,USD,2020-11-07,2021-09-06,cat4,subcat4
2302,3324,Harper-Bryan,7700.0,6369.0,failed,91,US,USD,2020-04-09,2021-03-11,cat4,subcat4
694,3176,"Potter, Harper and Everett",121400.0,65755.0,failed,792,US,USD,2020-06-12,2021-07-09,cat5,subcat5
3123,5874,Floyd-Sims,5400.0,903.0,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat4,subcat4
2576,5110,"Spence, Jackson and Kelly",152400.0,178120.0,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat4,subcat4
2349,5490,King-Nguyen,1300.0,13678.0,successful,249,US,USD,2021-06-25,2021-10-01,cat2,subcat18
516,1922,Hansen Group,8100.0,9969.0,successful,192,US,USD,2020-05-21,2021-05-10,cat5,subcat11
290,4398,"Mathis, Hall and Hansen",8300.0,14827.0,successful,247,US,USD,2021-03-29,2022-01-21,cat4,subcat4
1691,4754,Cummings Inc,28400.0,100900.0,successful,2293,US,USD,2020-09-22,2021-07-09,cat5,subcat23
1689,3309,Miller-Poole,102500.0,165954.0,successful,3131,US,USD,2020-11-04,2021-03-08,cat5,subcat20
2403,1244,Rodriguez-West,7000.0,1744.0,failed,32,US,USD,2020-09-24,2021-04-09,cat3,subcat9
3203,2892,"Calderon, Bradford and Dean",5400.0,10731.0,successful,143,IT,EUR,2021-03-17,2021-08-26,cat4,subcat4
2113,2777,Clark-Bowman,9300.0,3232.0,canceled,90,US,USD,2020-11-15,2021-02-14,cat4,subcat4
3158,4952,Hensley Ltd,6200.0,10938.0,successful,296,US,USD,2020-10-28,2021-02-27,cat2,subcat8
348,5144,Anderson-Pearson,2100.0,10739.0,successful,170,US,USD,2020-09-11,2021-03-12,cat4,subcat4
1136,5487,"Martin, Martin and Solis",6800.0,5579.0,failed,186,US,USD,2020-05-11,2021-03-29,cat3,subcat9
956,1932,Harrington-Harper,155200.0,37754.0,canceled,439,GB,GBP,2020-08-13,2021-06-11,cat5,subcat20
2393,3364,Price and Sons,89900.0,45384.0,failed,605,US,USD,2021-10-09,2021-11-29,cat7,subcat12
3208,5165,Cuevas-Morales,900.0,8703.0,successful,86,DK,DKK,2020-11-02,2021-04-07,cat7,subcat12
2530,3858,Delgado-Hatfield,100.0,4.0,failed,1,CA,CAD,2020-12-14,2021-07-06,cat5,subcat11
305,4666,Padilla-Porter,148400.0,182302.0,successful,6286,US,USD,2020-12-31,2021-08-20,cat2,subcat2
1383,2896,Morris Group,4800.0,3045.0,failed,31,US,USD,2021-02-14,2021-05-09,cat5,subcat7
783,4520,Saunders Ltd,182400.0,102749.0,failed,1181,US,USD,2020-05-20,2021-03-06,cat5,subcat23
47,5726,Woods Inc,4000.0,1763.0,failed,39,US,USD,2021-11-17,2021-12-09,cat5,subcat7
3157,5661,"Villanueva, Wright and Richardson",116500.0,137904.0,successful,3727,US,USD,2020-10-14,2021-10-06,cat4,subcat4
1646,4765,"Wilson, Brooks and Clark",146400.0,152438.0,successful,1605,US,USD,2021-11-14,2021-12-14,cat2,subcat8
1729,3710,"Sheppard, Smith and Spence",5000.0,1332.0,failed,46,US,USD,2021-05-20,2021-10-03,cat4,subcat4
2964,4925,"Wise, Thompson and Allen",33800.0,118706.0,successful,2120,US,USD,2021-01-16,2021-08-08,cat4,subcat4
675,1533,"Lane, Ryan and Chapman",6300.0,5674.0,failed,105,US,USD,2021-02-22,2021-04-01,cat5,subcat5
790,5264,"Rich, Alvarez and King",2400.0,4119.0,successful,50,US,USD,2021-02-26,2021-08-10,cat4,subcat4
1103,4606,Terry-Salinas,98800.0,139354.0,successful,2080,US,USD,2020-03-21,2021-05-13,cat5,subcat7
